3Alpha_Code,Taxonomic_Code,Scientific_Name1,Name_en,Name_fr,Name_es,Name_ar,Name_cn,Name_ru,Scientific_Name,Author,Family_Group,Order_Group,Major_Group,Yearbook_Group,ISSCAAP_Group,CPC_Group,CPCdiv_Group
PTH,1060600602,Alopias pelagicus,Pelagic thresher,Renard pÃ©lagique,Zorro pelÃ¡gico,,,,Alopias pelagicus,Nakamura 1935,ALOPIIDAE,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BTH,1060600603,Alopias superciliosus,Bigeye thresher,Renard Ã  gros yeux,Zorro ojÃ_n,,,,Alopias superciliosus,(Lowe 1841),ALOPIIDAE,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
THR,10606006XX,Alopias spp,Thresher sharks nei,Renards de mer nca,Zorros nep,,,,Alopias spp,,ALOPIIDAE,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SMA,1060800201,Isurus oxyrinchus,Shortfin mako,Taupe bleue,Marrajo dientuso,,,_ê_ºÑƒ_»_°-___°_º__,Isurus oxyrinchus,Rafinesque 1810,LAMNIDAE,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LMA,1060800203,Isurus paucus,Longfin mako,Petite taupe,Marrajo carite,,,,Isurus paucus,Guitart Manday 1966,LAMNIDAE,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MAK,10608002XX,Isurus spp,Mako sharks,Taupes,Marrajos,Ø§Ù„Ø_Ù‘Ù†ÙÅÙ‚Ù_Ø§Øª Ø§Ù„Ù‚Ø±Ø´Ù_Ø§Øª,é__é_¨å±_æœªå®_ç§ç,,Isurus spp,,LAMNIDAE,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
POR,1060800301,Lamna nasus,Porbeagle,Requin-taupe commun,Marrajo sardinero,Ù‚ØµÙÅ ØŒ Ù„Ù_Ø§Ø¡ØŒ Ø¨Ù‹Ù†Ø¨Ù‹Ùƒ,é_ é_¨,_ê_ºÑƒ_»_° ÑÅ_µ_»ÑŒ_´_µ___°Ñè (=_°_ºÑƒ_»_° _°Ñ‚_»_°__Ñ‚_¸Ñ‡_µÑÅ_º_°Ñè),Lamna nasus,(Bonnaterre 1788),LAMNIDAE,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LMD,1060800303,Lamna ditropis,Salmon shark,Requin-taupe saumon,Marrajo salmÃ_n,,,,Lamna ditropis,Hubbs & Follett 1947,LAMNIDAE,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
WSH,1060800701,Carcharodon carcharias,Great white shark,Grand requin blanc,JaquetÃ_n blanco,,,,Carcharodon carcharias,(Linnaeus 1758),LAMNIDAE,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MSK,10608XXXXX,Lamnidae,"Mackerel sharks,porbeagles nei",Requins taupe nca,"Jaquetones,marrajos nep",,,,Lamnidae,,LAMNIDAE,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LMZ,106XXXXXXX,Lamniformes,Mackerel sharks,,,,,,Lamniformes,,,LAMNIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OSF,1070100101,Stegostoma fasciatum,Zebra shark,Requin zÃ¨bre,TiburÃ_n acebrado,Ù‚ÙêØ±Ø´ Ø_Ù_Ù†Ù‘Ù_Ø§Ø¨Ù_,è±_çº_é_¨,,Stegostoma fasciatum,(Hermann 1783),STEGOSTOMATIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORE,1070200101,Eucrossorhinus dasypogon,Tasselled wobbegong,Requin-tapis barbu,Tapicero barbudo,Ù‚ÙêØ±Ø´-Ø¨ÙêØ_Ø§Ø· Ø¨ÙêÙ„ÙêØ_Ù_Ù_Ø©,åè¶é¡»é_¨,,Eucrossorhinus dasypogon,(Bleeker 1867),ORECTOLOBIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORJ,1070200201,Orectolobus japonicus,Japanese wobbegong,Requin-tapis moustache,Tapicero japonÃ©s,Ù‚ÙêØ±Ø´-Ø¨ÙêØ_Ø§Ø· Ù_Ø§Ø¨Ø§Ù†Ù_,æ—¥æœ¬é¡»é_¨,,Orectolobus japonicus,Regan 1906,ORECTOLOBIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORT,1070200202,Orectolobus maculatus,Spotted wobbegong,Requin-tapis tachetÃ©,Tapicero manchado,Ù‚ÙêØ±Ø´-Ø¨ÙêØ_Ø§Ø· Ù…ÙèØ±Ù‚Ù‘Ù_Ø·,æ–‘çº_é¡»é_¨,,Orectolobus maculatus,(Bonnaterre 1788),ORECTOLOBIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORO,1070200203,Orectolobus ornatus,Ornate wobbegong,Requin-tapis paste,Tapicero ornamentado,Ù‚ÙêØ±Ø´ Ø¨ÙêØ_Ø§Ø· Ù…ÙèØ_Ù_Ù_Ù‘Ù_Ù†,è£…é¥°é¡»é_¨,,Orectolobus ornatus,(De Vis 1883),ORECTOLOBIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORV,1070200204,Orectolobus wardi,Northern wobbegong,Requin-tapis savetier,Tapicero zapatilla,Ù‚ÙêØ±Ø´-Ø¨ÙêØ_Ø§Ø· Ø´Ù…Ø§Ù„Ù_,åŒ—æ__é¡»é_¨,,Orectolobus wardi,Whitley 1939,ORECTOLOBIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORS,1070200301,Sutorectus tentaculatus,Cobbler wobbegong,Requin-tapis cordonnier,Tapicero zapatudo,Ù‚ÙêØ±Ø´-Ø¨ÙêØ_Ø§Ø· Ø¥Ø_ÙƒØ§ÙÅÙ_,ç–£èƒŒé¡»é_¨,,Sutorectus tentaculatus,(Peters 1864),ORECTOLOBIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GNC,1070300901,Ginglymostoma cirratum,Nurse shark,Requin-nourrice,Gata nodriza,,,,Ginglymostoma cirratum,(Bonnaterre 1788),GINGLYMOSTOMATIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORX,1070300902,Ginglymostoma brevicaudatum,Short-tail nurse shark,Requin nourrice Ã  queue courte,Gata nodriza rabicorta,Ù‚ÙêØ±Ø´ Ø±Ø¶Ù_Ø_ Ø°Ùˆ Ø°Ù_Ù„ Ù‚ØµÙ_Ø±,çŸ_å°_é“°åè£é_¨,,Ginglymostoma brevicaudatum,GÃ_nther 1867,GINGLYMOSTOMATIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GNG,10703009XX,Ginglymostoma spp,Nurse sharks nei,Requins-nourrices nca,Gatas nodrizas nep,,,,Ginglymostoma spp,,GINGLYMOSTOMATIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORZ,1070302401,Nebrius ferrugineus,Tawny nurse shark,Requin nourrice fauve,Gata nodriza atezada,Ù‚ÙêØ±Ø´ Ø±Ø¶Ù_Ø_ Ø£Ø´Ù‚Ø±,å…‰é__é_¨,,Nebrius ferrugineus,(Lesson 1831),GINGLYMOSTOMATIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORF,1070400201,Hemiscyllium freycineti,Indonesia speckled carpetshark,Requin-chabot grivelÃ©,Bamboa jaspeada,Ù‚ÙêØ±Ø´-Ù‚ÙèØ¯Ù‘ Ø£Ù_Ø±Ù’Ù‚Ù_Ø·,åç°åº_å°_è¥¿äº_é•¿å°_é¡»é_¨,,Hemiscyllium freycineti,(Quoy & Gaimard 1824),HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORK,1070400202,Hemiscyllium hallstromi,Papuan epaulette shark,Requin-chabot Ã©paulette,Bamboa hombrera,Ù‚Ø±Ø´ Ù‚ÙèØ¯Ù‘ ÙƒØªÙÅÙ_Ø©,å·´å¸ƒäº_é•¿å°_é¡»é_¨,,Hemiscyllium hallstromi,Whitley 1967,HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORN,1070400203,Hemiscyllium ocellatum,Epaulette shark,Requin-chabot ocellÃ©,Bamboa ocellada,Ù‚ÙêØ±Ø´-Ù‚ÙèØ¯Ø° Ø_Ù_Ù_Ù’Ù†ÙêÙ_,æ–‘ç‚_é•¿å°_é¡»é_¨,,Hemiscyllium ocellatum,(Bonnaterre 1788),HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORQ,1070400204,Hemiscyllium strahani,Hooded carpetshark,Requin-chabot moine,Bamboa capuchona,Ù‚Ø±Ø´-Ù‚Ø¯Ù‘ Ù†Ø§Ø_Ùƒ,æ–¯äº‹é•¿å°_é¡»é_¨,,Hemiscyllium strahani,Whitley 1967,HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORW,1070400205,Hemiscyllium trispeculare,Speckled carpetshark,Requin-chabot marquÃ©terie,Bamboa moteada,Ù‚Ø±Ø´-Ù‚ÙèØ¯Ù‘ ØªØºØ´ÙêÙ_Ø©,é¡_æ–‘é•¿å°_é¡»é_¨,,Hemiscyllium trispeculare,Richardson 1843,HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORA,1070401501,Chiloscyllium arabicum,Arabian carpetshark,Requin-chabot camot,Bamboa arÃ¡biga,Ù‚ÙêØ±Ø´-Ù‚ÙèØ¯Ù‘ Ø_Ø±Ø¨Ù_,é˜¿æ‹‰ä_¯æ–‘ç«_é_¨,,Chiloscyllium arabicum,Gubanov 1980,HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORP,1070401502,Chiloscyllium caerulopunctatum,Bluespotted bambooshark,Requin-chabot Ã  taches bleues,Bamboa estrellada,Ù‚ÙêØ±Ø´-Ù‚ÙèØ¯Ù‘ Ø°Ùˆ Ø¨ÙèÙ‚Ø_ Ø_Ø±Ù‚Ø§Ø¡,ç¯®ç‚_æ–‘ç«_é_¨,,Chiloscyllium caerulopunctatum,Pellegrin 1914,HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORR,1070401503,Chiloscyllium griseum,Grey bambooshark,Requin-chabot gris,Bamboa gris,Ù‚ÙêØ±Ø´-Ù‚ÙèØ¯Ø° Ø±Ù…Ø§Ø¯Ù_,çÅ°æ–‘ç«_é_¨,,Chiloscyllium griseum,MÃ_ller & Henle 1838,HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORI,1070401504,Chiloscyllium indicum,Slender bambooshark,Requin-chabot Ã©lÃ©gant,Bamboa elegante,Ù‚Ø±Ø´-Ù‚Ø¯Ù‘ Ø£Ù†Ù_Ù‚,åç°åº_æ–‘ç«_é_¨,,Chiloscyllium indicum,(Gmelin 1789),HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORH,1070401505,Chiloscyllium plagiosum,Whitespotted bambooshark,Requin-chabot taches blanches,Bamboa punteada,Ù‚Ø±Ø´-Ù‚Ø¯Ù‘ Ø¨ÙèÙ‚Ù_Ø_ Ø¨Ù_Ø¶Ø§Ø¡,æù¡çº_æ–‘ç«_é_¨,,Chiloscyllium plagiosum,(Bennett 1830),HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ORB,1070401506,Chiloscyllium punctatum,Brownbanded bambooshark,Requin-chabot bambou,Bamboa estriada,Ù‚ÙêØ±Ø´-Ù‚ÙèØ¯Ù‘ Ø®Ù_Ø_ÙèØ±Ø§Ù†,ç‚_çº_æ–‘ç«_é_¨,,Chiloscyllium punctatum,MÃ_ller & Henle 1838,HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KYL,1070401507,Chiloscyllium burmensis,Burmese bambooshark,Requin-chabot birman,Bamboa birmana,,,,Chiloscyllium burmensis,Dingerkus & DeFino 1983,HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
YYL,1070401508,Chiloscyllium hasselti,Hasselt's bambooshark,Requin-chabot de Hasselt,Bamboa de Hasselt,,,,Chiloscyllium hasselti,Bleeker 1852,HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OQX,10704015XX,Chiloscyllium spp,Bamboosharks nei,,,,,,Chiloscyllium spp,,HEMISCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RHN,1070500401,Rhincodon typus,Whale shark,Requin baleine,TiburÃ_n ballena,,,,Rhincodon typus,Smith 1828,RHINCODONTIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OBW,1070600101,Brachaelurus waddi,Blind shark,Requin aveugle des roches,TiburÃ_n ciego de roca,Ù‚ÙêØ±Ø´ Ø§Ù„ØµÙ‘Ø®ÙèÙˆØ± Ø£Ø_Ù…Ù‰,ç“_æ°èé•¿é¡»é_¨,,Brachaelurus waddi,(Bloch & Schneider 1801),BRACHAELURIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OBH,1070600201,Heteroscyllium colcloughi,Bluegray carpetshark,Requin aveugle gris-bleu,TiburÃ_n ciego gris,Ù‚ÙêØ±Ø´ Ø£Ø_Ù…Ù‰ Ø±Ù…Ø§Ø¯Ù_- Ø£Ø_Ø±Ù‚,ç§‘æ°èå_‚é¡»é_¨,,Heteroscyllium colcloughi,(Ogilby 1908),BRACHAELURIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OPC,1070700101,Cirrhoscyllium expolitum,Barbelthroat carpetshark,Requin carpette Ã  moustache,Alfombrera barbuda,Ù‚ÙêØ±Ø´ Ø¨ÙêØ_Ø§Ø· Ø°Ùˆ Ø´Ø§Ø±Ø¨,æ©™é»„é_¨,,Cirrhoscyllium expolitum,Smith & Radcliffe 1913,PARASCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OPF,1070700102,Cirrhoscyllium formosanum,Taiwan saddled carpetshark,Requin carpette chin,Alfombrera de Taiwan,Ù‚ÙêØ±Ø´ Ø¨ÙêØ_Ø§Ø· Ø£Ù_Ø_Ø±Ø¬ Ø·Ø§Ù_ÙˆØ§Ù†,åè°æ__æ©™é»„é_¨,,Cirrhoscyllium formosanum,Teng 1959,PARASCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OPJ,1070700103,Cirrhoscyllium japonicum,Saddle carpetshark,Requin carpette chat,Alfombrera japonesa,Ù‚ÙêØ±Ø´ Ø¨ÙêØ_Ø§Ø· Ø_Ù_Ø±Ù’Ø¬,æ—¥æœ¬æ©™é»„é_¨,,Cirrhoscyllium japonicum,Kamohara 1943,PARASCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OPY,1070700201,Parascyllium collare,Collared carpetshark,Requin carpette Ã  collarette,Alfombrera collareja,Ù‚ÙêØ±Ø´ Ø¨ÙêØ_Ø§Ø· Ø°Ùˆ Ù…ÙêØ_Ù…Ø§Ø±,åç—æ__æ–‘é_çé_¨,,Parascyllium collare,Ramsay & Ogilby 1888,PARASCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OPE,1070700202,Parascyllium ferrugineum,Rusty carpetshark,Requin carpette roux,Alfombrera mohosa,Ù‚ÙêØ±Ø´ Ø¨ÙêØ_Ø§Ø· Ø£Ø´Ù‚Ù_Ø±,æ__æ´_æ–‘é_çé_¨,,Parascyllium ferrugineum,McCulloch 1911,PARASCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OPV,1070700204,Parascyllium variolatum,Necklace carpetshark,Requin carpette Ã  collier,Alfombrera colarina,Ù‚ÙêØ±Ø´ Ø¨ÙêØ_Ø§Ø· Ø°Ùˆ Ø·Ù_ÙˆÙ’Ù‚,æ–‘é_çé_¨,,Parascyllium variolatum,(DumÃ©ril 1853),PARASCYLLIIDAE,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
OCX,107XXXXXXX,Orectolobiformes,Carpet sharks,,,,,,Orectolobiformes,,,ORECTOLOBIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GAA,1080100101,Galeus arae,Roughtail catshark,Chien Ã  queue rude,Pintarroja rabolija,,,,Galeus arae,(Nichols 1927),SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GAB,1080100102,Galeus boardmani,Australian sawtail catshark,Chien Ã©goine,Pintarroja australiana,Ù‚ÙêØ±Ø´ Ù‚ÙêØ·Ù‘ Ù…ÙêÙ†Ø´Ø§Ø± Ø£ÙèØ_ØªØ±Ø§Ù„Ù_,æ__æ´_é”¯å°_é_¨,,Galeus boardmani,(Whitley 1928),SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GAE,1080100103,Galeus eastmani,Gecko catshark,Chien gecko,Pintarroja salamanquesa,Ù‚ÙêØ±Ø´ Ù‚ÙêØ·Ù‘ Ø¬ÙêÙƒÙèÙˆ,ä__æ°èé”¯å°_é_¨,,Galeus eastmani,(Jordan & Snyder 1904),SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SHO,1080100104,Galeus melastomus,Blackmouth catshark,Chien espagnol,Pintarroja bocanegra,,,,Galeus melastomus,Rafinesque 1810,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GAO,1080100105,Galeus longirostris,,,,,,,Galeus longirostris,Tachikawa & Taniuchi 1987,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GAM,1080100106,Galeus murinus,Mouse catshark,Chien islandais,Pintarroja islÃ¡ndica,ÙŒÙ‚ÙêØ±Ø´ Ù‚ÙêØ·Ù‘ Ø¥Ø_Ù„Ø§Ù†Ø¯Ù_,å†°å_›é”¯å°_é_¨,,Galeus murinus,(Collett 1904),SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GAN,1080100107,Galeus nipponensis,Broadfin sawtail catshark,Chien planeur,Pintarroja nipona,Ù‚ÙêØ±Ø´ Ù‚ÙêØ·Ù‘ Ù…ÙêÙ†Ø´Ø§Ø± Ø·Ù_Ù‘Ù_Ø§Ø±,æ—¥æœ¬é”¯å°_é_¨,,Galeus nipponensis,Nakaya 1975,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
